Timestamp,Instrument,Side,Quantity,Price
2022-11-01 09:33:00,BANKNIFTY 2022-11-03 41600.0 PE,BUY,1,333.1
2022-11-01 09:33:01,BANKNIFTY 2022-11-03 41600.0 CE,SELL,1,252.1
2022-11-01 09:33:01,BANKNIFTY 2022-11-03 41600.0 PE,SELL,1,332.25
2022-11-01 09:33:01,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,204.45
2022-11-01 09:33:01,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,387.15
2022-11-01 09:34:27,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,204.3
2022-11-01 09:34:27,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,389.0
2022-11-01 09:34:27,BANKNIFTY 2022-11-03 41600.0 CE,BUY,1,250.55
2022-11-01 09:34:27,BANKNIFTY 2022-11-03 41600.0 PE,BUY,1,335.5
2022-11-01 09:35:05,BANKNIFTY 2022-11-03 41600.0 CE,SELL,1,253.05
2022-11-01 09:35:05,BANKNIFTY 2022-11-03 41600.0 PE,SELL,1,331.0
2022-11-01 09:35:05,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,206.85
2022-11-01 09:35:05,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,384.65
2022-11-01 09:35:13,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,201.9
2022-11-01 09:35:13,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,392.0
2022-11-01 09:35:13,BANKNIFTY 2022-11-03 41600.0 CE,BUY,1,248.6
2022-11-01 09:35:13,BANKNIFTY 2022-11-03 41600.0 PE,BUY,1,337.4
2022-11-01 09:40:22,BANKNIFTY 2022-11-03 41600.0 CE,SELL,1,252.95
2022-11-01 09:40:22,BANKNIFTY 2022-11-03 41600.0 PE,SELL,1,332.45
2022-11-01 09:40:22,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,205.95
2022-11-01 09:40:22,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,386.2
2022-11-01 09:46:03,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,261.0
2022-11-01 09:46:03,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,347.2
2022-11-01 09:46:03,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,215.85
2022-11-01 09:46:03,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,400.0
2022-11-01 09:48:41,NIFTY 2022-11-03 18150.0 CE,SELL,1,84.0
2022-11-01 09:48:41,NIFTY 2022-11-03 18150.0 PE,SELL,1,99.45
2022-11-01 09:48:41,NIFTY 2022-11-03 18200.0 CE,BUY,1,60.6
2022-11-01 09:48:41,NIFTY 2022-11-03 18200.0 PE,BUY,1,127.0
2022-11-01 09:56:35,NIFTY 2022-11-03 18200.0 CE,SELL,1,61.45
2022-11-01 09:56:35,NIFTY 2022-11-03 18200.0 PE,SELL,1,127.35
2022-11-01 09:56:35,NIFTY 2022-11-03 18150.0 CE,BUY,1,84.8
2022-11-01 09:56:35,NIFTY 2022-11-03 18150.0 PE,BUY,1,100.8
2022-11-01 09:56:36,NIFTY 2022-11-03 18150.0 CE,SELL,1,85.7
2022-11-01 09:56:36,NIFTY 2022-11-03 18150.0 PE,SELL,1,100.25
2022-11-01 09:56:36,NIFTY 2022-11-03 18200.0 CE,BUY,1,62.0
2022-11-01 09:56:36,NIFTY 2022-11-03 18200.0 PE,BUY,1,127.0
2022-11-01 10:23:40,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,212.15
2022-11-01 10:23:40,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,402.75
2022-11-01 10:23:40,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,258.3
2022-11-01 10:23:40,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,347.55
2022-11-01 10:24:31,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,258.6
2022-11-01 10:24:31,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,343.15
2022-11-01 10:24:31,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,213.75
2022-11-01 10:24:31,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,399.0
2022-11-01 10:24:39,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,212.15
2022-11-01 10:24:39,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,399.05
2022-11-01 10:24:39,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,257.75
2022-11-01 10:24:39,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,344.4
2022-11-01 10:25:19,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,259.25
2022-11-01 10:25:19,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,344.95
2022-11-01 10:25:19,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,214.25
2022-11-01 10:25:19,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,400.95
2022-11-01 10:25:22,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,214.05
2022-11-01 10:25:22,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,400.0
2022-11-01 10:25:22,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,259.4
2022-11-01 10:25:22,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,345.25
2022-11-01 10:25:25,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,258.85
2022-11-01 10:25:25,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,344.0
2022-11-01 10:25:25,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,214.5
2022-11-01 10:25:25,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,399.65
2022-11-01 10:25:35,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,212.9
2022-11-01 10:25:35,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,401.8
2022-11-01 10:25:35,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,257.2
2022-11-01 10:25:35,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,346.85
2022-11-01 10:25:36,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,259.0
2022-11-01 10:25:36,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,347.25
2022-11-01 10:25:36,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,214.0
2022-11-01 10:25:36,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,400.75
2022-11-01 10:25:38,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,214.1
2022-11-01 10:25:38,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,401.05
2022-11-01 10:25:38,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,258.65
2022-11-01 10:25:38,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,346.2
2022-11-01 10:25:51,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,259.1
2022-11-01 10:25:51,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,344.3
2022-11-01 10:25:51,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,214.7
2022-11-01 10:25:51,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,399.05
2022-11-01 10:25:53,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,214.75
2022-11-01 10:25:53,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,398.9
2022-11-01 10:25:53,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,259.45
2022-11-01 10:25:53,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,343.4
2022-11-01 10:25:55,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,259.55
2022-11-01 10:25:55,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,344.15
2022-11-01 10:25:55,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,214.55
2022-11-01 10:25:55,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,398.55
2022-11-01 10:26:05,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,212.2
2022-11-01 10:26:05,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,401.6
2022-11-01 10:26:05,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,257.1
2022-11-01 10:26:05,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,346.3
2022-11-01 10:26:07,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,257.5
2022-11-01 10:26:07,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,346.6
2022-11-01 10:26:07,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,211.85
2022-11-01 10:26:07,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,402.05
2022-11-01 10:26:08,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,213.1
2022-11-01 10:26:08,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,401.2
2022-11-01 10:26:08,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,257.5
2022-11-01 10:26:08,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,346.3
2022-11-01 10:26:11,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,257.9
2022-11-01 10:26:11,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,346.05
2022-11-01 10:26:11,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,212.85
2022-11-01 10:26:11,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,401.9
2022-11-01 10:26:15,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,212.15
2022-11-01 10:26:15,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,403.35
2022-11-01 10:26:15,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,256.3
2022-11-01 10:26:15,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,347.7
2022-11-01 10:29:10,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,259.0
2022-11-01 10:29:10,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,343.1
2022-11-01 10:29:10,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,214.15
2022-11-01 10:29:10,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,398.35
2022-11-01 10:30:05,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,211.0
2022-11-01 10:30:05,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,401.85
2022-11-01 10:30:05,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,255.75
2022-11-01 10:30:05,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,346.0
2022-11-01 10:30:36,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,260.2
2022-11-01 10:30:36,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,343.25
2022-11-01 10:30:36,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,215.3
2022-11-01 10:30:36,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,398.0
2022-11-01 10:30:59,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,211.2
2022-11-01 10:30:59,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,403.75
2022-11-01 10:30:59,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,255.55
2022-11-01 10:30:59,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,347.7
2022-11-01 10:37:03,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,255.0
2022-11-01 10:37:03,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,344.9
2022-11-01 10:37:03,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,210.5
2022-11-01 10:37:03,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,400.4
2022-11-01 10:37:14,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,208.25
2022-11-01 10:37:14,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,404.8
2022-11-01 10:37:14,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,253.2
2022-11-01 10:37:14,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,348.35
2022-11-01 10:40:16,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,256.2
2022-11-01 10:40:16,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,344.9
2022-11-01 10:40:16,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,211.6
2022-11-01 10:40:16,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,400.4
2022-11-01 11:57:44,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,199.85
2022-11-01 11:57:44,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,391.0
2022-11-01 11:57:44,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,244.85
2022-11-01 11:57:44,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,335.7
2022-11-01 11:57:53,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,246.65
2022-11-01 11:57:53,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,334.65
2022-11-01 11:57:53,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,201.45
2022-11-01 11:57:53,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,390.0
2022-11-01 11:57:55,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,200.35
2022-11-01 11:57:55,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,390.0
2022-11-01 11:57:55,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,245.6
2022-11-01 11:57:55,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,335.1
2022-11-01 11:57:57,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,245.75
2022-11-01 11:57:57,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,334.95
2022-11-01 11:57:57,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,200.65
2022-11-01 11:57:57,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,389.85
2022-11-01 11:58:02,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,200.4
2022-11-01 11:58:02,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,391.7
2022-11-01 11:58:02,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,244.95
2022-11-01 11:58:02,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,335.85
2022-11-01 11:58:12,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,246.15
2022-11-01 11:58:12,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,334.4
2022-11-01 11:58:12,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,201.35
2022-11-01 11:58:12,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,390.25
2022-11-01 11:58:13,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,202.1
2022-11-01 11:58:13,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,390.05
2022-11-01 11:58:13,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,246.15
2022-11-01 11:58:13,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,333.2
2022-11-01 11:58:15,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,247.7
2022-11-01 11:58:15,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,333.5
2022-11-01 11:58:15,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,202.1
2022-11-01 11:58:15,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,389.5
2022-11-01 11:58:19,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,201.8
2022-11-01 11:58:19,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,389.85
2022-11-01 11:58:19,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,247.1
2022-11-01 11:58:19,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,333.75
2022-11-01 11:58:21,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,246.75
2022-11-01 11:58:21,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,334.0
2022-11-01 11:58:21,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,201.75
2022-11-01 11:58:21,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,389.2
2022-11-01 11:58:22,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,201.55
2022-11-01 11:58:22,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,390.0
2022-11-01 11:58:22,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,247.25
2022-11-01 11:58:22,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,333.3
2022-11-01 11:58:25,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,247.45
2022-11-01 11:58:25,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,333.75
2022-11-01 11:58:25,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,202.1
2022-11-01 11:58:25,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,388.6
2022-11-01 11:58:50,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,200.8
2022-11-01 11:58:50,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,390.0
2022-11-01 11:58:50,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,246.3
2022-11-01 11:58:50,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,334.85
2022-11-01 11:58:53,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,247.5
2022-11-01 11:58:53,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,333.75
2022-11-01 11:58:53,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,201.9
2022-11-01 11:58:53,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,389.1
2022-11-01 11:59:47,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,201.5
2022-11-01 11:59:47,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,388.7
2022-11-01 11:59:47,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,246.65
2022-11-01 11:59:47,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,334.35
2022-11-01 11:59:56,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,245.0
2022-11-01 11:59:56,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,335.95
2022-11-01 11:59:56,BANKNIFTY 2022-11-03 41800.0 CE,BUY,1,199.95
2022-11-01 11:59:56,BANKNIFTY 2022-11-03 41800.0 PE,BUY,1,391.5
2022-11-01 11:59:58,BANKNIFTY 2022-11-03 41800.0 CE,SELL,1,199.5
2022-11-01 11:59:58,BANKNIFTY 2022-11-03 41800.0 PE,SELL,1,392.35
2022-11-01 11:59:58,BANKNIFTY 2022-11-03 41700.0 CE,BUY,1,244.85
2022-11-01 11:59:58,BANKNIFTY 2022-11-03 41700.0 PE,BUY,1,336.15
2022-11-01 12:15:59,BANKNIFTY 2022-11-03 41700.0 CE,SELL,1,204.6
2022-11-01 12:15:59,BANKNIFTY 2022-11-03 41700.0 PE,SELL,1,388.45
2022-11-01 12:15:59,BANKNIFTY 2022-11-03 41600.0 CE,BUY,1,250.35
2022-11-01 12:15:59,BANKNIFTY 2022-11-03 41600.0 PE,BUY,1,334.0
2022-11-01 12:16:01,NIFTY 2022-11-03 18200.0 CE,SELL,1,59.1
2022-11-01 12:16:01,NIFTY 2022-11-03 18200.0 PE,SELL,1,130.2
2022-11-01 12:16:01,NIFTY 2022-11-03 18150.0 CE,BUY,1,81.4
2022-11-01 12:16:01,NIFTY 2022-11-03 18150.0 PE,BUY,1,102.45
2022-11-01 12:16:15,NIFTY 2022-11-03 18150.0 CE,SELL,1,82.15
2022-11-01 12:16:15,NIFTY 2022-11-03 18150.0 PE,SELL,1,102.1
2022-11-01 12:16:15,NIFTY 2022-11-03 18200.0 CE,BUY,1,59.65
2022-11-01 12:16:15,NIFTY 2022-11-03 18200.0 PE,BUY,1,129.9
2022-11-01 12:16:17,NIFTY 2022-11-03 18200.0 CE,SELL,1,59.85
2022-11-01 12:16:17,NIFTY 2022-11-03 18200.0 PE,SELL,1,129.15
2022-11-01 12:16:17,NIFTY 2022-11-03 18150.0 CE,BUY,1,82.3
2022-11-01 12:16:17,NIFTY 2022-11-03 18150.0 PE,BUY,1,101.8
2022-11-01 12:16:18,NIFTY 2022-11-03 18150.0 CE,SELL,1,82.4
2022-11-01 12:16:18,NIFTY 2022-11-03 18150.0 PE,SELL,1,102.05
2022-11-01 12:16:18,NIFTY 2022-11-03 18200.0 CE,BUY,1,60.0
2022-11-01 12:16:18,NIFTY 2022-11-03 18200.0 PE,BUY,1,129.35
2022-11-01 12:16:52,BANKNIFTY 2022-11-03 41600.0 CE,SELL,1,248.85
2022-11-01 12:16:52,BANKNIFTY 2022-11-03 41600.0 PE,SELL,1,335.1
